path,role,key symbols,external calls,risks,flags
tests/test_overlay_configuration.py,Tests,"overlay_file, test_load_overlay_merges_profile_and_defaults, test_environment_variable_override, test_guardrail_defaults_when_missing, test_module_defaults_and_custom_specs, test_overlay_rejects_unknown_keys, test_overlay_rejects_outside_data_directory, test_token_strategy_requires_environment, test_compliance_controls_reject_unknown_fields, test_policy_actions_reject_unknown_fields, test_policy_action_triggers_normalised, test_policy_engine_overlay_round_trip, test_overlay_toggles_round_trip, test_policy_engine_rejects_invalid_timeout, test_policy_engine_rejects_unknown_fields, test_signing_configuration_round_trip","json, pathlib, pytest",none,none
tests/test_pipeline_matching.py,Tests,"build_orchestrator_payload, test_provider_specific_sbom_parser_enables_pipeline, test_provider_specific_syft_parser, test_provider_parser_surfaces_error_code, test_pipeline_crosswalk_reuses_precomputed_matches, test_crosswalk_retains_design_indices_for_duplicates, test_pipeline_guardrail_evaluation_uses_overlay_policy, test_pipeline_emits_ai_agent_analysis_when_enabled, test_pipeline_emits_exploitability_summary, test_pipeline_supports_design_rows_with_name_column, test_pipeline_respects_module_toggles, test_pipeline_executes_custom_modules, test_pipeline_emits_iac_posture_summary","__future__, pathlib, pytest",none,none
tests/test_policy_connectors.py,Tests,"DummyResponse, test_policy_automation_executes_connectors","json, pathlib, pytest, typing",none,none
tests/test_policy_kevs.py,Tests,"_BaseSettings, _execute_with_session, run_with_session, test_kevs_block_without_waiver, test_kevs_allow_with_active_waiver","__future__, asyncio, datetime, pydantic, sqlalchemy, src, sys, types, typing",none,none
tests/test_policy_opa.py,Tests,"_StubEngine, _evaluate_with_stub, test_policy_blocks_when_opa_denies, test_policy_allows_when_opa_passes","__future__, pytest, src, typing",none,none
tests/test_postman_ci_sync.py,Tests,test_postman_collection_contains_alignment_scenarios,"__future__, json, pathlib",none,none
tests/test_postman_phase_collections.py,Tests,"_load_json, test_phase_one_health_collection_targets_core_probes, test_phase_two_cicd_collection_covers_allow_block_defer, test_phase_three_performance_collection_targets_hot_path, test_bank_api_script_references_all_collections","__future__, json, pathlib",none,none
tests/test_probabilistic.py,Tests,"test_probabilistic_engine_generates_posterior_and_forecast, test_probabilistic_engine_respects_component_limit, test_probabilistic_calibration_updates_priors_and_transitions, test_probabilistic_transition_validation_detects_invalid",(internal),none,none
tests/test_processing_layer_fallbacks.py,Tests,"test_bayesian_mapping_fallback_returns_distribution, test_markov_builder_fallback_uses_epss_and_kev_bias","__future__, asyncio, datetime, importlib, pytest",none,none
tests/test_real_opa_engine_factory.py,Tests,"_Settings, test_factory_uses_production_engine, test_factory_returns_demo_when_flag_enabled","__future__, pytest, src",none,none
tests/test_risk_adjustment.py,Tests,"scorer, test_contextual_risk_scorer_downgrades_low_impact, test_contextual_risk_scorer_upgrades_high_impact, test_compliance_engine_uses_adjusted_severity","pathlib, pytest, src, sys, types",none,STUB
tests/test_rl_controller.py,Tests,test_rl_controller_updates_q_values,"__future__, asyncio, src",none,none
tests/test_storage_security.py,Tests,"allowlisted_root, test_archive_rejects_directory_outside_allowlist, test_archive_rejects_world_writable_root","os, pathlib, pytest",none,none
tests/test_tenant_rbac.py,Tests,test_user_has_tenant_role,"__future__, asyncio, pytest, src, types",none,none
tests/test_vex_ingestion.py,Tests,test_vex_ingestion_suppresses_not_affected,"__future__, pathlib, pytest, src",none,none
